GRANDES	PROPN	grand
hors	ADV	hors
de	ADP	de
France	PROPN	france
pluseurs	DET	plusieurs
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
et	CCONJ	et
pristrent	VERB	prendre
la	DET	le
ville	NOUN	ville
de	ADP	de
Burgs	PROPN	bours
en	ADP	en
Espaigne	PROPN	espagne
.	PUNCT	.
En	ADP	en
celui	DET	cel
temps	NOUN	temps
,	PUNCT	,
assez	ADV	assez
tost	DET	tost
après	ADV	après
,	PUNCT	,
le	DET	le
dit	VERB	dire
monseigneur	NOUN	monseigneur
Bertran	PROPN	bertran
du	ADP.DET	de.le
Guesclin	PROPN	galinguessel
traicta	VERB	traiter
avecques	ADP	avec
pluseurs	DET	plusieurs
gens	NOUN	gens
de	ADP	de
compaigne	NOUN	compagne
,	PUNCT	,
Anglois	PROPN	anglais
,	PUNCT	,
Gascoings	PROPN	gascongie
,	PUNCT	,
Bretons	PROPN	breton
,	PUNCT	,
Normans	PROPN	normand
et	CCONJ	et
d'	ADP	de
autres	PRON	autre
nacions	NOUN	naiscon
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
ou	CCONJ	ou
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
et	CCONJ	et
y	ADV	y
tenoient	VERB	tenir
pluseurs	DET	plusieurs
forteresses	NOUN	forteresse
,	PUNCT	,
aucunes	DET	aucun
dès	ADP	dès
le	DET	le
temps	NOUN	temps
de	ADP	de
la	DET	le
guerre	NOUN	guerre
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Angleterre	PROPN	angleterre
,	PUNCT	,
et	CCONJ	et
les	DET	le
autres	PRON	autre
qui	PRON	qui
avoient	VERB	avoir
esté	VERB	être
occupées	VERB	occuper
par	ADP	par
les	DET	le
dictes	VERB	dire
compaignes	NOUN	compagne
de	ADP	de
puis	NOUN	puis
la	DET	le
paix	NOUN	paix
faicte	VERB	faire
entre	ADP	entre
les	DET	le
roys	NOUN	roi
de	ADP	de
France	PROPN	france
et	CCONJ	et
d'	ADP	de
Angleterre	PROPN	angleterre
;	PUNCT	;
et	CCONJ	et
moult	ADV	moult
avoient	VERB	avoir
domaigié	VERB	damaignier
et	CCONJ	et
domagoient	VERB	dommage
chascun	DET	chascun
jour	NOUN	jour
le	DET	le
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
.	PUNCT	.
Et	CCONJ	et
fist	VERB	faire
et	CCONJ	et
pourchaça	VERB	porcharie
tant	ADV	tant
le	DET	le
dit	VERB	dire
messire	NOUN	seignor
Bertrand	PROPN	bertrand
que	SCONJ	que
ilz	PRON	il
laissierent	VERB	laisser
toutes	DET	tout
les	DET	le
forteresses	NOUN	forteresse
,	PUNCT	,
que	SCONJ	que
ilz	PRON	il
tenoient	VERB	tenir
,	PUNCT	,
et	CCONJ	et
li	DET	le
accorderent	VERB	accorder
et	CCONJ	et
promistrent	VERB	prontirement
que	SCONJ	que
ilz	PRON	il
yroient	VERB	aller
avecques	ADP	avec
luy	PRON	lui
contre	ADP	contre
les	DET	le
Sarrazins	PROPN	sarrasin
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
celle	DET	cil
cause	NOUN	cause
,	PUNCT	,
le	DET	le
pape	NOUN	pape
Urbain	PROPN	oubric
fist	VERB	faire
grant	ADJ	grant
ayde	NOUN	aider
au	ADP.DET	a.le
dit	VERB	dire
messire	NOUN	seignor
Bertran	PROPN	bertran
,	PUNCT	,
tant	ADV	tant
de	ADP	de
florins	NOUN	florir
que	SCONJ	que
il	PRON	il
li	DET	le
bailla	VERB	bailler
comme	SCONJ	comme
de	ADP	de
deux	DET	deux
X	DET	deux
mes	DET	mais
que	SCONJ	que
il	PRON	il
li	DET	le
octroia	VERB	octroyer
.	PUNCT	.
Et	CCONJ	et
partirent	VERB	partir
assez	ADV	assez
tost	DET	tost
après	ADV	après
le	DET	le
dit	VERB	dire
messire	NOUN	seignor
Bertran	PROPN	bertran
et	CCONJ	et
pluseurs	DET	plusieurs
des	ADP.DET	de.le
dictes	VERB	dire
compaignes	NOUN	compagne
,	PUNCT	,
et	CCONJ	et
alerent	VERB	aler
ou	CCONJ	ou
royaume	NOUN	royaume
d'	ADP	de
Arragon	PROPN	arganze
,	PUNCT	,
en	ADP	en
l'	DET	le
ayde	NOUN	aider
du	ADP.DET	de.le
dit	VERB	dire
roy	NOUN	roi
d'	ADP	de
Arragon	PROPN	arganze
contre	ADP	contre
le	DET	le
roy	NOUN	roi
de	ADP	de
Castelle	NOUN	châtelle
.	PUNCT	.
Et	CCONJ	et
assez	ADV	assez
tost	DET	tost
après	ADV	après
entrerent	VERB	entrer
ou	CCONJ	ou
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
et	CCONJ	et
sanz	ADP	sans
aucune	DET	aucun
resistence	NOUN	résistance
chevauchierent	VERB	chevaucher
par	ADP	par
le	DET	le
dit	VERB	dire
royaume	NOUN	royaume
,	PUNCT	,
et	CCONJ	et
pristrent	VERB	prendre
villes	NOUN	ville
,	PUNCT	,
citez	NOUN	cité
,	PUNCT	,
chasteaulx	NOUN	château
et	CCONJ	et
forteresses	NOUN	forteresse
,	PUNCT	,
sanz	ADP	sans
ce	PRON	ce
que	SCONJ	que
le	DET	le
roy	NOUN	roi
Pierre	PROPN	piere
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
qui	PRON	qui
lors	ADV	lors
en	ADP	en
estoit	VERB	estre
roy	NOUN	roi
,	PUNCT	,
y	ADV	y
meist	VERB	mais
aucune	DET	aucun
resistance	NOUN	résistance
.	PUNCT	.
Et	CCONJ	et
toutes	DET	tout
voies	NOUN	voie
estoit	VERB	estre
le	DET	le
dit	VERB	dire
roy	NOUN	roi
Pierre	PROPN	piere
tenuz	VERB	tenir
un	DET	un
des	ADP.DET	de.le
plus	ADV	plus
puissans	NOUN	puissant
roys	NOUN	roi
des	ADP.DET	de.le
Crestiens	PROPN	crestiien
,	PUNCT	,
tant	ADV	tant
de	ADP	de
puissance	NOUN	puissance
de	ADP	de
gens	NOUN	gens
comme	SCONJ	comme
de	ADP	de
grans	ADJ	grand
tresors	NOUN	tresor
;	PUNCT	;
car	CCONJ	car
il	PRON	il
avoit	VERB	avoir
esté	VERB	être
et	CCONJ	et
estoit	VERB	estre
moult	ADV	moult
crueux	ADJ	crüel
et	CCONJ	et
moult	ADV	moult
doubté	NOUN	douter
,	PUNCT	,
tant	ADV	tant
de	ADP	de
ses	DET	son
subgiez	VERB	sugies
comme	SCONJ	comme
d'	ADP	de
autres	PRON	autre
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
avoit	VERB	avoir
assemblez	VERB	assembler
grans	ADJ	grand
tresors	NOUN	tresor
,	PUNCT	,
tant	ADV	tant
des	ADP.DET	de.le
aydes	NOUN	aider
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
eues	NOUN	avoir
de	ADP	de
ses	DET	son
subgiez	VERB	sugies
,	PUNCT	,
comme	SCONJ	comme
des	ADP.DET	de.le
conquestes	NOUN	conquête
et	CCONJ	et
finances	NOUN	finance
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
eues	NOUN	avoir
des	ADP.DET	de.le
roys	NOUN	roi
de	ADP	de
Garnade	VERB	garnandre
et	CCONJ	et
de	ADP	de
Bellemarine	PROPN	belegent
,	PUNCT	,
les	DET	le
quelz	ADJ	quel
il	PRON	il
avoit	VERB	avoir
subjuguez	VERB	sujjuger
et	CCONJ	et
mis	VERB	metre
en	ADP	en
son	DET	son
obeissance	NOUN	obéissance
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
avoit	VERB	avoir
tant	ADV	tant
fait	VERB	faire
que	SCONJ	que
le	DET	le
roy	NOUN	roi
de	ADP	de
Garnade	VERB	garnandre
,	PUNCT	,
qui	PRON	qui
estoit	VERB	estre
Sarrazin	PROPN	sarrasin
,	PUNCT	,
estoit	VERB	estre
son	DET	son
homme	NOUN	homme
et	CCONJ	et
tenoit	VERB	tenir
son	DET	son
royaume	NOUN	royaume
de	ADP	de
luy	PRON	lui
;	PUNCT	;
et	CCONJ	et
neant	PRON	nïent
moins	ADV	moins
,	PUNCT	,
il	PRON	il
ne	ADV	ne
resistoit	VERB	restre
point	NOUN	point
à	ADP	à
ceuls	DET	cil
qui	PRON	qui
,	PUNCT	,
ainsy	ADV	ainsi
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
,	PUNCT	,
conqueroient	VERB	conquérir
son	DET	son
pays	NOUN	pays
.	PUNCT	.
Et	CCONJ	et
tant	ADV	tant
chevauchierent	VERB	chevaucher
par	ADP	par
le	DET	le
dit	VERB	dire
païz	NOUN	päis
de	ADP	de
Castelle	NOUN	châtelle
que	SCONJ	que
ilz	PRON	il
furent	VERB	estre
,	PUNCT	,
la	DET	le
sepmainne	NOUN	semaine
peneuse	NOUN	pener
l'	DET	le
an	ADP	en
mil	DET	mil
CCC	DET	cect
LXV	DET	levon
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
devant	ADP	devant
la	DET	le
cité	NOUN	cité
de	ADP	de
Burgues	PROPN	bourgue
,	PUNCT	,
de	ADP	de
laquelle	DET	lequel
se	PRON	se
estoit	VERB	estre
tantost	ADV	tantost
partis	NOUN	partir
le	DET	le
dit	VERB	dire
roy	NOUN	roi
Pierre	PROPN	piere
que	SCONJ	que
il	PRON	il
avoit	VERB	avoir
oyes	NOUN	öir
les	DET	le
nouvelles	NOUN	nouvelle
de	ADP	de
la	DET	le
venue	VERB	venir
des	ADP.DET	de.le
dictes	VERB	dire
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
et	CCONJ	et
s'	DET	soi
en	ADP	en
estoit	VERB	estre
alé	VERB	aler
vers	ADP	vers
Tolette	PROPN	toleter
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
l'	DET	le
en	ADP	en
disoit	VERB	dire
.	PUNCT	.
Et	CCONJ	et
tantost	ADV	tantost
se	PRON	se
rendirent	VERB	rendre
les	DET	le
habitans	NOUN	habitant
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Burgues	PROPN	bourgue
à	ADP	à
ceuls	DET	cil
de	ADP	de
la	DET	le
dicte	VERB	dire
compaignie	NOUN	compagnie
,	PUNCT	,
des	ADP.DET	de.le
quelz	ADJ	quel
les	DET	le
noms	DET	nom
s'	DET	soi
ensuyvent	VERB	ensuivre
:	PUNCT	:
monseigneur	NOUN	monseigneur
le	DET	le
conte	NOUN	comte
de	ADP	de
la	DET	le
Marche	ADJ	marche
,	PUNCT	,
appellé	VERB	appeler
monseigneur	NOUN	monseigneur
Jehan	PROPN	jean
de	ADP	de
Bourbon	PROPN	bourbon
,	PUNCT	,
Henry	PROPN	henri
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
conte	NOUN	comte
de	ADP	de
Tristemare	PROPN	tristauté
,	PUNCT	,
lequel	DET	lequel
estoit	VERB	estre
frere	NOUN	frere
de	ADP	de
pere	NOUN	père
non	NOUN	nom
legitime	NOUN	lestignye
du	ADP.DET	de.le
dit	VERB	dire
roy	NOUN	roi
Pierre	PROPN	piere
de	ADP	de
Castelle	NOUN	châtelle
,	PUNCT	,
et	CCONJ	et
avoit	VERB	avoir
yceli	NOUN	cil
Henry	PROPN	henri
esté	VERB	être
banniz	ADJ	bannir
et	CCONJ	et
exilliez	VERB	enluiille
du	ADP.DET	de.le
dit	VERB	dire
royaume	NOUN	royaume
de	ADP	de
Castelle	NOUN	châtelle
;	PUNCT	;
et	CCONJ	et
à	ADP	à
son	DET	son
tiltre	NOUN	titre
aloient	VERB	aler
tous	DET	tout
avecques	ADP	avec
luy	PRON	lui
messire	NOUN	seignor
Bertran	PROPN	bertran
du	ADP.DET	de.le
Guesclin	PROPN	galinguessel
,	PUNCT	,
dont	PRON	dont
dessus	ADV	dessus
est	VERB	estre
faite	VERB	faire
mencion	NOUN	mencion
,	PUNCT	,
monseigneur	NOUN	monseigneur
Ernoul	PROPN	ernoudou
,	PUNCT	,
seigneur	NOUN	seigneur
d'	ADP	de
Odenehan	PROPN	ondeance
,	PUNCT	,
mareschal	NOUN	maréchal
de	ADP	de
France	PROPN	france
,	PUNCT	,
monseigneur	NOUN	monseigneur
Hue	PROPN	huei
de	ADP	de
Carvele	NOUN	charlevel
,	PUNCT	,
Anglois	PROPN	anglais
,	PUNCT	,
monseigneur	NOUN	monseigneur
Maurice	PROPN	maurir
de	ADP	de
Tresiguidy	PROPN	traignif
,	PUNCT	,
et	CCONJ	et
plusieurs	DET	plusieurs
autres	PRON	autre
François	PROPN	françon
,	PUNCT	,
Bretons	PROPN	breton
,	PUNCT	,
Normans	PROPN	normand
,	PUNCT	,
Angloys	PROPN	anglais
,	PUNCT	,
Gascoings	PROPN	gascongie
,	PUNCT	,
Arragonnoys	PROPN	aragne
,	PUNCT	,
et	CCONJ	et
autres	PRON	autre
de	ADP	de
pluseurs	DET	plusieurs
nacions	NOUN	naiscon
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
X	DET	deux
mile	DET	mil
hommes	NOUN	homme
d'	ADP	de
armes	NOUN	arme
de	ADP	de
fait	VERB	faire
ou	CCONJ	ou
de	ADP	de
plus	ADV	plus
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
l'	DET	le
en	ADP	en
disoit	VERB	dire
;	PUNCT	;
lesquelz	DET	lequel
entrerent	VERB	entrer
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Burgues	PROPN	bourgue
et	CCONJ	et
y	ADV	y
tuerent	VERB	tuer
aucuns	DET	aucun
Juyfz	PROPN	juif
et	CCONJ	et
Sarrazins	PROPN	sarrasin
,	PUNCT	,
mais	NOUN	mais
ilz	PRON	il
ne	ADV	ne
meffirent	VERB	mefire
point	NOUN	point
aus	PRON	il
corps	NOUN	corps
des	ADP.DET	de.le
Crestiens	PROPN	crestiien
.	PUNCT	.
Du	ADP.DET	de.le
coronnement	NOUN	coronement
de	ADP	de
Henry	PROPN	henri
,	PUNCT	,
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
et	CCONJ	et
des	ADP.DET	de.le
messages	NOUN	message
que	SCONJ	que
Jehan	PROPN	jean
de	ADP	de
Montfort	NOUN	monttre
envoia	VERB	envoyer
au	ADP.DET	a.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
de	ADP	de
la	DET	le
mort	NOUN	mort
de	ADP	de
messire	NOUN	seignor
Arnault	PROPN	arnaler
de	ADP	de
Cervole	NOUN	cervelos
,	PUNCT	,
dit	VERB	dire
Arceprestre	PROPN	arcreter
.	PUNCT	.
L'	DET	le
an	ADP	en
de	ADP	de
grace	NOUN	grace
mil	DET	mil
CCC	DET	cect
LXVI	DET	levriz
,	PUNCT	,
le	DET	le
jour	NOUN	jour
de	ADP	de
Pasques	NOUN	passe
,	PUNCT	,
qui	PRON	qui
furent	VERB	estre
le	DET	le
Ve	ADJ	vëoir
jour	NOUN	jour
d'	ADP	de
avril	NOUN	avril
,	PUNCT	,
fu	VERB	estre
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Burgues	PROPN	bourgue
coronné	VERB	coroner
en	ADP	en
roy	NOUN	roi
de	ADP	de
Castelle	NOUN	châtelle
le	DET	le
dit	VERB	dire
Henry	PROPN	henri
,	PUNCT	,
frere	NOUN	frere
du	ADP.DET	de.le
dit	VERB	dire
roy	NOUN	roi
Pierre	PROPN	piere
,	PUNCT	,
de	ADP	de
l'	DET	le
accort	VERB	accort
et	CCONJ	et
consentement	NOUN	consenter
des	ADP.DET	de.le
autres	PRON	autre
seigneurs	NOUN	seigneur
et	CCONJ	et
capitains	NOUN	capitaine
des	ADP.DET	de.le
dites	VERB	dire
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
.	PUNCT	.
Et	CCONJ	et
après	ADV	après
son	DET	son
coronnement	NOUN	coronement
,	PUNCT	,
il	PRON	il
donna	VERB	donner
au	ADP.DET	a.le
dit	VERB	dire
monseigneur	NOUN	monseigneur
Bertran	PROPN	bertran
la	DET	le
contée	VERB	conter
de	ADP	de
Tristemare	PROPN	tristauté
,	PUNCT	,
que	SCONJ	que
il	PRON	il
tenoit	VERB	tenir
avant	ADV	avant
que	SCONJ	que
il	PRON	il
feust	VERB	être
exilliez	VERB	enluiille
du	ADP.DET	de.le
pays	NOUN	pays
,	PUNCT	,
et	CCONJ	et
le	DET	le
fist	VERB	faire
duc	NOUN	duc
tant	ADV	tant
de	ADP	de
Tristemare	PROPN	tristauté
comme	SCONJ	comme
de	ADP	de
la	DET	le
terre	NOUN	terre
d'	ADP	de
Esture	NOUN	estordre
.	PUNCT	.
Item	X	item
,	PUNCT	,
environ	ADP	environ
le	DET	le
dit	VERB	dire
temps	NOUN	temps
de	ADP	de
Pasques	NOUN	passe
,	PUNCT	,
l'	DET	le
an	ADP	en
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
monseigneur	NOUN	monseigneur
Jehan	PROPN	jean
de	ADP	de
Montfort	NOUN	monttre
,	PUNCT	,
lors	ADV	lors
duc	NOUN	duc
de	ADP	de
Bretaigne	PROPN	bretagne
,	PUNCT	,
par	ADP	par
le	DET	le
traictié	VERB	traité
que	SCONJ	que
avoit	VERB	avoir
fait	VERB	faire
l'	DET	le
arcevesque	NOUN	archevéque
de	ADP	de
Reims	NOUN	remetre
,	PUNCT	,
dont	PRON	dont
dessus	ADV	dessus
est	VERB	estre
faicte	VERB	faire
mencion	NOUN	mencion
,	PUNCT	,
envoya	VERB	envoyer
à	ADP	à
Paris	PROPN	paris
,	PUNCT	,
devers	ADP	devers
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
Charles	PROPN	charles
,	PUNCT	,
messaiges	NOUN	message
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
le	DET	le
seigneur	NOUN	seigneur
de	ADP	de
Cliçon	PROPN	clïon
,	PUNCT	,
Breton	PROPN	breton
,	PUNCT	,
et	CCONJ	et
monseigneur	NOUN	monseigneur
Guillaume	PROPN	guillaume
le	DET	le
Latimier	NOUN	letitiem
,	PUNCT	,
Anglois	PROPN	anglais
,	PUNCT	,
afin	NOUN	afin
que	SCONJ	que
le	DET	le
Roy	NOUN	roi
vousist	VERB	voloir
confermer	VERB	confermer
le	DET	le
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
fait	VERB	faire
par	ADP	par
le	DET	le
dit	VERB	dire
arcevesque	NOUN	archevéque
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
que	SCONJ	que
le	DET	le
Roy	NOUN	roi
li	DET	le
prorogast	VERB	prorosper
le	DET	le
temps	NOUN	temps
,	PUNCT	,
que	SCONJ	que
autrefoiz	ADV	autrefois
li	DET	le
avoit	VERB	avoir
donné	VERB	donner
pour	ADP	pour
venir	VERB	venir
faire	VERB	faire
son	DET	son
homaige	NOUN	hommage
au	ADP.DET	a.le
dit	VERB	dire
roy	NOUN	roi
de	ADP	de
France	PROPN	france
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
accordé	VERB	accorder
aus	PRON	il
diz	NOUN	dire
messages	NOUN	message
que	SCONJ	que
ilz	PRON	il
aroient	VERB	aroiier
confirmacion	NOUN	conficionce
du	ADP.DET	de.le
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
et	CCONJ	et
l'	DET	le
orent	VERB	avoir
en	ADP	en
une	DET	un
chartre	NOUN	charte
.	PUNCT	.
Mès	CCONJ	mais
elle	PRON	elle
leur	DET	leur
fu	VERB	estre
bailliée	NOUN	bailler
close	VERB	clore
,	PUNCT	,
et	CCONJ	et
promistrent	VERB	prontirement
que	SCONJ	que
elle	PRON	elle
ne	ADV	ne
seroit	VERB	estre
ouverte	VERB	ouvrir
jusques	ADP	jusque
ad	VERB	avoir
ce	PRON	ce
que	SCONJ	que
le	DET	le
dit	VERB	dire
duc	NOUN	duc
feust	VERB	être
venuz	VERB	venir
devers	ADP	devers
le	DET	le
Roy	NOUN	roi
faire	VERB	faire
son	DET	son
hommaige	NOUN	hommage
,	PUNCT	,
tant	ADV	tant
du	ADP.DET	de.le
dit	VERB	dire
duchié	NOUN	duché
comme	SCONJ	comme
de	ADP	de
la	DET	le
contée	VERB	conter
de	ADP	de
Montfort	NOUN	monttre
et	CCONJ	et
des	ADP.DET	de.le
autres	PRON	autre
terres	NOUN	terre
qu'	SCONJ	que
il	PRON	il
devoit	VERB	devoir
tenir	VERB	tenir
du	ADP.DET	de.le
Roy	NOUN	roi
.	PUNCT	.
Et	CCONJ	et
li	DET	le
fu	VERB	estre
donné	VERB	donner
terme	NOUN	terme
ès	ADV	en.le
personnes	NOUN	personne
des	ADP.DET	de.le
diz	NOUN	dire
de	ADP	de
Cliçon	PROPN	clïon
et	CCONJ	et
Latimier	NOUN	letitiem
,	PUNCT	,
ses	DET	son
procureurs	NOUN	proupquerus
,	PUNCT	,
jusques	ADP	jusque
à	ADP	à
la	DET	le
Saint-Michiel	PROPN	saint-mint
ensuyvant	VERB	ensuivre
pour	ADP	pour
venir	VERB	venir
faire	VERB	faire
son	DET	son
dit	VERB	dire
hommaige	NOUN	hommage
devers	ADP	devers
le	DET	le
Roy	NOUN	roi
.	PUNCT	.
Item	X	item
,	PUNCT	,
en	ADP	en
celi	PRON	cel
an	ADP	en
,	PUNCT	,
environ	ADP	environ
la	DET	le
Trinité	NOUN	trinité
,	PUNCT	,
messire	NOUN	seignor
Arnault	PROPN	arnaler
de	ADP	de
Cervole	NOUN	cervelos
,	PUNCT	,
dit	VERB	dire
l'	DET	le
Arceprestre	PROPN	arcreter
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
qui	PRON	qui
tenoit	VERB	tenir
grans	ADJ	grand
compaignes	NOUN	compagne
ou	CCONJ	ou
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
,	PUNCT	,
fu	VERB	estre
mis	VERB	metre
à	ADP	à
mort	NOUN	mort
par	ADP	par
ceulz	DET	cil
des	ADP.DET	de.le
dictes	VERB	dire
compaignes	NOUN	compagne
qui	PRON	qui
estoient	VERB	estre
avecques	ADP	avec
li	DET	le
,	PUNCT	,
dont	PRON	dont
moult	ADV	moult
de	ADP	de
genz	NOUN	gent
furent	VERB	estre
joyeux	NOUN	joyeux
et	CCONJ	et
liez	ADJ	lié
;	PUNCT	;
car	CCONJ	car
il	PRON	il
avoit	VERB	avoir
esté	VERB	être
au	ADP.DET	a.le
Roy	NOUN	roi
,	PUNCT	,
et	CCONJ	et
encor	ADV	encore
estoit	VERB	estre
son	DET	son
homme	NOUN	homme
,	PUNCT	,
de	ADP	de
pluseurs	DET	plusieurs
grandes	ADJ	grand
et	CCONJ	et
notables	ADJ	notable
villes	NOUN	ville
,	PUNCT	,
chasteaux	NOUN	château
,	PUNCT	,
terres	NOUN	terre
et	CCONJ	et
forteresses	NOUN	forteresse
,	PUNCT	,
que	SCONJ	que
il	PRON	il
tenoit	VERB	tenir
de	ADP	de
l'	DET	le
eritage	NOUN	ertre
de	ADP	de
la	DET	le
dame	NOUN	dame
de	ADP	de
Chasteauvillain	PROPN	chastelain
,	PUNCT	,
sa	DET	son
femme	NOUN	femme
,	PUNCT	,
et	CCONJ	et
de	ADP	de
ses	DET	son
enfans	NOUN	enfant
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
de	ADP	de
l'	DET	le
eritage	NOUN	ertre
du	ADP.DET	de.le
seigneur	NOUN	seigneur
de	ADP	de
Levroux	PROPN	levron
,	PUNCT	,
après	ADV	après
la	DET	le
mort	NOUN	mort
du	ADP.DET	de.le
quel	DET	quel
le	DET	le
dit	VERB	dire
Arceprestre	PROPN	arcreter
avoit	VERB	avoir
espousée	NOUN	esposer
sa	DET	son
femme	NOUN	femme
,	PUNCT	,
et	CCONJ	et
après	ADV	après
la	DET	le
mort	NOUN	mort
de	ADP	de
la	DET	le
dicte	VERB	dire
femme	NOUN	femme
il	PRON	il
n'	ADV	ne
avoit	VERB	avoir
voulu	DET	vouloir
rendre	VERB	rendre
les	DET	le
dictes	VERB	dire
terres	NOUN	terre
et	CCONJ	et
forteresses	NOUN	forteresse
aus	PRON	il
heritiers	NOUN	heritière
,	PUNCT	,
asquelx	ADV	asselque
elles	PRON	elle
appartenoient	VERB	appartenir
,	PUNCT	,
jà	ADV	jà
soit	VERB	estre
ce	PRON	ce
que	SCONJ	que
à	ADP	à
aucuns	DET	aucun
d'	ADP	de
iceulx	DET	cil
partie	NOUN	partie
en	ADP	en
eust	VERB	avoir
esté	VERB	être
adjugiée	VERB	adjéjure
par	ADP	par
arrest	NOUN	arrêt
de	ADP	de
Parlement	NOUN	parlement
.	PUNCT	.
Et	CCONJ	et
encore	ADV	encore
,	PUNCT	,
avecques	ADP	avec
tout	DET	tout
ce	PRON	ce
,	PUNCT	,
il	PRON	il
et	CCONJ	et
ses	DET	son
dites	VERB	dire
gens	NOUN	gens
gastoyent	VERB	gastoyer
tout	DET	tout
le	DET	le
pays	NOUN	pays
où	ADV	où
ilz	PRON	il
aloient	VERB	aler
,	PUNCT	,
roboient	VERB	rober
,	PUNCT	,
tuoient	VERB	toute
et	CCONJ	et
prenoient	VERB	prendre
à	ADP	à
raençon	NOUN	rançon
toutes	DET	tout
gens	NOUN	gens
,	PUNCT	,
et	CCONJ	et
si	ADV	si
li	DET	le
avoit	VERB	avoir
le	DET	le
Roy	NOUN	roi
par	ADP	par
pluseurs	DET	plusieurs
foiz	NOUN	foi
fait	VERB	faire
baillier	VERB	bailler
pluseurs	DET	plusieurs
et	CCONJ	et
grans	ADJ	grand
sommes	NOUN	somme
de	ADP	de
florins	NOUN	florir
,	PUNCT	,
et	CCONJ	et
le	DET	le
Pape	NOUN	pape
aussi	ADV	aussi
,	PUNCT	,
pour	ADP	pour
faire	VERB	faire
wydier	VERB	boitier
les	DET	le
dictes	VERB	dire
compaignes	NOUN	compagne
hors	ADV	hors
du	ADP.DET	de.le
dit	VERB	dire
royaume	NOUN	royaume
;	PUNCT	;
et	CCONJ	et
par	ADP	par
pluseurs	DET	plusieurs
foiz	NOUN	foi
l'	DET	le
avoit	VERB	avoir
promis	VERB	prometre
et	CCONJ	et
juré	VERB	jurer
et	CCONJ	et
si	ADV	si
n'	ADV	ne
en	ADP	en
avoit	VERB	avoir
riens	NOUN	rien
fait	VERB	faire
.	PUNCT	.
Si	ADV	si
ne	ADV	ne
fu	VERB	estre
pas	NOUN	pas
merveilles	NOUN	merveille
se	PRON	se
l'	DET	le
en	ADP	en
fu	VERB	estre
liez	ADJ	lié
de	ADP	de
sa	DET	son
mort	NOUN	mort
.	PUNCT	.
Et	CCONJ	et
neant	PRON	nïent
moins	ADV	moins
tousjours	ADV	toujours
demouroient	VERB	demeurer
les	DET	le
dictes	VERB	dire
compaignes	NOUN	compagne
ou	CCONJ	ou
royaume	NOUN	royaume
,	PUNCT	,
et	CCONJ	et
y	ADV	y
faisoient	VERB	faire
tous	DET	tout
les	DET	le
maulx	NOUN	mal
que	SCONJ	que
ennemis	NOUN	ennemi
pevent	NOUN	peler
faire	VERB	faire
,	PUNCT	,
et	CCONJ	et
y	ADV	y
en	ADP	en
avoient	VERB	avoir
presque	NOUN	presque
en	ADP	en
toutes	DET	tout
les	DET	le
parties	NOUN	partie
du	ADP.DET	de.le
royaume	NOUN	royaume
,	PUNCT	,
excepté	NOUN	excepter
le	DET	le
pays	NOUN	pays
de	ADP	de
