1400	NOUN	@card@
pluseurs	DET	plusieurs
evesques	NOUN	evesque
et	CCONJ	et
les	DET	le
seigneurs	NOUN	seigneur
du	ADP.DET	de.le
Conseil	NOUN	conseil
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
tant	ADV	tant
des	ADP.DET	de.le
Requestes	PROPN	requête
de	ADP	de
l'	DET	le
Ostel	NOUN	hôtel
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
Sire	NOUN	seignor
que	SCONJ	que
des	ADP.DET	de.le
Comptes	NOUN	compte
,	PUNCT	,
que	SCONJ	que
des	ADP.DET	de.le
Chambres	NOUN	chambre
de	ADP	de
ceans	ADV	ceans
,	PUNCT	,
tint	VERB	tenir
le	DET	le
Parlement	NOUN	parlement
,	PUNCT	,
et	CCONJ	et
furent	VERB	estre
leues	NOUN	leur
les	DET	le
ordonnances	NOUN	ordonner
,	PUNCT	,
et	CCONJ	et
firent	VERB	faire
les	DET	le
sermens	NOUN	serment
ceulx	PRON	cil
qui	PRON	qui
l'	DET	le
ont	VERB	avoir
acoustumé	VERB	accoutumer
de	ADP	de
faire	VERB	faire
et	CCONJ	et
par	ADP	par
la	DET	le
coustume	NOUN	coutume
autrefoiz	ADV	autrefois
gardée	NOUN	garder
,	PUNCT	,
comme	SCONJ	comme
plus	ADV	plus
à	ADP	à
plain	ADJ	plein
est	VERB	estre
contenu	VERB	contenir
ou	CCONJ	ou
livre	NOUN	livre
du	ADP.DET	de.le
Conseil	NOUN	conseil
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
ordonné	VERB	ordonner
,	PUNCT	,
ce	PRON	ce
fait	VERB	faire
,	PUNCT	,
que	SCONJ	que
l'	DET	le
en	ADP	en
recevroit	VERB	recevoir
les	DET	le
presentations	NOUN	presenter
du	ADP.DET	de.le
bailliage	NOUN	bailler
de	ADP	de
Vermendoiz	NOUN	vermention
decy	NOUN	deci
à	ADP	à
dimenche	NOUN	dimmage
inclusive	NOUN	inclutume
,	PUNCT	,
et	CCONJ	et
si	ADV	si
pourverroit	VERB	pourvoir
l'	DET	le
en	ADP	en
en	ADP	en
oultre	ADP	outre
selon	ADJ	selon
les	DET	le
exigences	NOUN	exigner
du	ADP.DET	de.le
cas	NOUN	cas
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
verissimile	NOUN	verillon
est	VERB	estre
que	SCONJ	que
les	DET	le
parties	NOUN	partie
ne	ADV	ne
pourront	VERB	pouvoir
venir	VERB	venir
à	ADP	à
temps	NOUN	temps
pour	ADP	pour
eulx	PRON	eux
presenter	VERB	presenter
et	CCONJ	et
poursuir	VERB	poursuir
leurs	DET	leur
causes	NOUN	cause
pour	ADP	pour
l'	DET	le
incursion	NOUN	incursun
des	ADP.DET	de.le
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
de	ADP	de
Lorreinne	PROPN	loroin
,	PUNCT	,
d'	ADP	de
Alemaigne	PROPN	alemaigne
,	PUNCT	,
de	ADP	de
Bourgoigne	PROPN	bourgogne
,	PUNCT	,
de	ADP	de
Flandres	PROPN	flandres
,	PUNCT	,
de	ADP	de
Picardie	PROPN	picardie
,	PUNCT	,
de	ADP	de
Champaigne	PROPN	champagne
,	PUNCT	,
de	ADP	de
Braban	PROPN	braban
,	PUNCT	,
qui	PRON	qui
ont	VERB	avoir
esté	VERB	être
,	PUNCT	,
passé	NOUN	passer
a	ADP	a
X	DET	deux
sepmainnes	NOUN	semaine
,	PUNCT	,
tant	ADV	tant
à	ADP	à
Paris	PROPN	paris
que	SCONJ	que
dehors	ADP	defors
du	ADP.DET	de.le
costé	NOUN	côté
de	ADP	de
delà	ADP	de.le
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Seinne	NOUN	seine
,	PUNCT	,
oultre	ADP	outre
le	DET	le
Grant	ADJ	grant
Pont	VERB	pont
,	PUNCT	,
et	CCONJ	et
desquelx	DET	de.lequel
pluseurs	DET	plusieurs
et	CCONJ	et
quasi	PRON	cas
sans	NOUN	sans
nombre	NOUN	nombre
estoient	VERB	estre
logés	NOUN	loge
par	ADP	par
tout	DET	tout
en	ADP	en
ceste	DET	cest
cité	NOUN	cité
,	PUNCT	,
tant	ADV	tant
entre	ADP	entre
les	DET	le
IJ	DET	deus
pons	NOUN	penser
pour	ADP	pour
estre	VERB	estre
entour	ADP	entour
le	DET	le
Roy	NOUN	roi
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Guienne	PROPN	guineil
,	PUNCT	,
dauphin	NOUN	dauchin
de	ADP	de
Vienne	ADJ	venir
,	PUNCT	,
le	DET	le
roy	NOUN	roi
de	ADP	de
Navarre	PROPN	navaror
et	CCONJ	et
le	DET	le
duc	NOUN	duc
de	ADP	de
Bourgoigne	PROPN	bourgogne
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
logez	VERB	loger
en	ADP	en
ce	PRON	ce
palaiz	NOUN	palais
,	PUNCT	,
et	CCONJ	et
de	ADP	de
là	ADV	là
le	DET	le
Pont	VERB	pont
Nuef	ADJ	neuf
jusques	ADP	jusque
aux	ADP.DET	à.le
portes	NOUN	porte
qui	PRON	qui
longuement	ADV	longuement
furent	VERB	estre
tenues	NOUN	tenir
closes	NOUN	clore
,	PUNCT	,
hors	ADV	hors
une	DET	un
ou	CCONJ	ou
IJ	DET	deus
,	PUNCT	,
que	SCONJ	que
aussy	ADV	aussi
pour	ADP	pour
les	DET	le
Bretons	PROPN	breton
,	PUNCT	,
Armignagues	PROPN	armagnalin
,	PUNCT	,
Berruiers	PROPN	berroistre
,	PUNCT	,
Aulnoiz	PROPN	aler
,	PUNCT	,
Borbonnoiz	PROPN	borbonnait
,	PUNCT	,
Alençonnoiz	PROPN	alensencon
,	PUNCT	,
Valoisiens	NOUN	valoir
et	CCONJ	et
pluseurs	DET	plusieurs
sans	NOUN	sans
nombre	NOUN	nombre
,	PUNCT	,
qui	PRON	qui
se	PRON	se
tenoient	VERB	tenir
de	ADP	de
là	ADV	là
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Seinne	NOUN	seine
oultre	ADP	outre
Paris	PROPN	paris
pour	ADP	pour
accompaigner	VERB	accompagner
les	DET	le
ducs	NOUN	duc
de	ADP	de
Berry	PROPN	berry
,	PUNCT	,
oncle	NOUN	oncle
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
le	DET	le
duc	NOUN	duc
d'	ADP	de
Orleans	PROPN	orlenail
,	PUNCT	,
nepveu	NOUN	nepeu
et	CCONJ	et
gendre	NOUN	gendre
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
de	ADP	de
sa	DET	son
premiere	ADJ	premier
femme	NOUN	femme
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Bourbon	PROPN	bourbon
,	PUNCT	,
cousin	NOUN	cousin
germain	ADJ	germain
d'	ADP	de
icellui	DET	cil
Seigneur	NOUN	seigneur
,	PUNCT	,
le	DET	le
conte	NOUN	comte
d'	ADP	de
Alençon	PROPN	alemanz
,	PUNCT	,
le	DET	le
conte	NOUN	comte
d'	ADP	de
Armignac	PROPN	armagnac
,	PUNCT	,
et	CCONJ	et
le	DET	le
seigneur	NOUN	seigneur
d'	ADP	de
Alebret	PROPN	alermetre
,	PUNCT	,
conestable	NOUN	conseiller
de	ADP	de
France	PROPN	france
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
logez	VERB	loger
tant	ADV	tant
à	ADP	à
Vincestre	NOUN	vinctésir
,	PUNCT	,
Vanves	NOUN	vansement
,	PUNCT	,
Icy	ADV	ice
,	PUNCT	,
Vitry	VERB	vitre
,	PUNCT	,
que	SCONJ	que
ailleurs	ADV	ailleurs
entour	ADP	entour
;	PUNCT	;
lesquelx	DET	lequel
,	PUNCT	,
tant	ADV	tant
deçà	ADP	écl
que	SCONJ	que
delà	ADP	de.le
,	PUNCT	,
ont	VERB	avoir
fait	VERB	faire
tous	DET	tout
les	DET	le
maulx	NOUN	mal
que	SCONJ	que
l'	DET	le
en	ADP	en
puet	VERB	pöoir
faire	VERB	faire
,	PUNCT	,
hors	ADV	hors
bouter	VERB	boter
feulx	NOUN	feul
publiquement	NOUN	puidquement
,	PUNCT	,
et	CCONJ	et
à	ADP	à
venir	VERB	venir
icy	ADV	ici
et	CCONJ	et
à	ADP	à
retourner	VERB	retourner
ont	VERB	avoir
destruiz	ADJ	destruir
les	DET	le
païz	NOUN	päis
de	ADP	de
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
entour	ADP	entour
Paris	PROPN	paris
jusques	ADP	jusque
aux	ADP.DET	à.le
portes	NOUN	porte
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
Armignagues	PROPN	armagnalin
,	PUNCT	,
Bretons	PROPN	breton
,	PUNCT	,
Brebançons	PROPN	brebanchier
,	PUNCT	,
Lorreins	PROPN	lorir
et	CCONJ	et
Bourgoignons	PROPN	bourgogne
ont	VERB	avoir
tout	DET	tout
pillé	NOUN	pille
et	CCONJ	et
emmené	VERB	emmener
ce	PRON	ce
que	SCONJ	que
ont	VERB	avoir
peu	ADV	peu
emmener	VERB	emmener
,	PUNCT	,
et	CCONJ	et
rançonné	VERB	rançonner
en	ADP	en
grant	ADJ	grant
deshonneur	NOUN	desconnire
du	ADP.DET	de.le
Roy	NOUN	roi
et	CCONJ	et
du	ADP.DET	de.le
royaume	NOUN	royaume
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
tout	DET	tout
siecle	NOUN	siècle
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XIIJe	ADJ	untiz
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
vint	VERB	venir
monseigneur	NOUN	monseigneur
le	DET	le
Chancellier	VERB	chancelier
en	ADP	en
la	DET	le
Court	VERB	cour
pour	ADP	pour
faire	VERB	faire
election	NOUN	ellet
de	ADP	de
V	DET	ci
lieuz	NOUN	lieu
qui	PRON	qui
vacoient	VERB	vaoncet
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
pour	ADP	pour
eslire	VERB	eslire
president	VERB	prendre
en	ADP	en
ladicte	DET	ledit
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
maistre	NOUN	maître
Robert	PROPN	robert
Waguet	PROPN	wagget
,	PUNCT	,
et	CCONJ	et
n'	ADV	ne
a	ADP	a
pas	NOUN	pas
esté	VERB	être
parfaite	NOUN	parfait
l'	DET	le
election	NOUN	ellet
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
XIIIJe	ADJ	suitent
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
besoigné	VERB	besoignier
en	ADP	en
l'	DET	le
election	NOUN	ellet
dessus	ADV	dessus
touchée	VERB	toucher
,	PUNCT	,
jusques	ADP	jusque
à	ADP	à
IX	DET	isce
heures	NOUN	heure
,	PUNCT	,
que	SCONJ	que
messeigneurs	NOUN	messeigneur
les	DET	le
presidens	NOUN	prendre
a	ADP	a
convenu	VERB	convenon
aler	VERB	aler
au	ADP.DET	a.le
Conseil	NOUN	conseil
devers	ADP	devers
monseigneur	NOUN	monseigneur
le	DET	le
Dauphin	PROPN	dachoin
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
XVe	ADJ	sivre
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
A	ADP	a
conseiller	VERB	conseillier
l'	DET	le
arrest	NOUN	arrêt
d'	ADP	de
entre	ADP	entre
messire	NOUN	seignor
Gauchier	PROPN	gaucher
de	ADP	de
Chastillon	PROPN	chastille
appellant	VERB	appeler
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
le	DET	le
seigneur	NOUN	seigneur
de	ADP	de
Moy	PRON	moi
,	PUNCT	,
nomine	DET	nommier
quo	PRON	que
procedit	NOUN	procédir
,	PUNCT	,
et	CCONJ	et
la	DET	le
dame	NOUN	dame
de	ADP	de
l'	DET	le
Isle	NOUN	isle
Adam	PROPN	adam
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
non	NOUN	nom
est	VERB	estre
conclusum	VERB	conclure
;	PUNCT	;
car	CCONJ	car
,	PUNCT	,
à	ADP	à
VIIJ	DET	huit
heures	NOUN	heure
,	PUNCT	,
a	ADP	a
esté	VERB	être
la	DET	le
Court	VERB	cour
occupée	VERB	occuper
jusques	ADP	jusque
à	ADP	à
près	NOUN	près
de	ADP	de
XJ	DET	donc
heures	NOUN	heure
de	ADP	de
parfaire	NOUN	parfait
l'	DET	le
election	NOUN	ellet
des	ADP.DET	de.le
V	DET	ci
lieuz	NOUN	lieu
vacans	NOUN	vascant
,	PUNCT	,
en	ADP	en
l'	DET	le
absence	NOUN	absence
de	ADP	de
monseigneur	NOUN	monseigneur
le	DET	le
Chancellier	VERB	chancelier
,	PUNCT	,
laquelle	DET	lequel
election	NOUN	ellet
par	ADP	par
scrutine	ADJ	surticiner
a	ADP	a
esté	VERB	être
faicte	VERB	faire
devant	ADP	devant
messeigneurs	NOUN	messeigneur
mes	DET	mais
R	NOUN	re
.	PUNCT	.
Mauger	NOUN	mauguer
et	CCONJ	et
S	PUNCT	se
.	PUNCT	.
de	ADP	de
Nanterre	PROPN	nanter
,	PUNCT	,
presidens	NOUN	prendre
,	PUNCT	,
moy	PRON	moi
enregistrant	VERB	engretrer
vota	DET	votre
singulorum	ADJ	senulon
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
XXIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
envoié	VERB	envoyer
ceans	ADV	ceans
le	DET	le
recteur	NOUN	retercher
de	ADP	de
l'	DET	le
Université	NOUN	unirever
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
nommé	VERB	nommer
Rolandus	PROPN	rouland
Ramerii	PROPN	ramerie
,	PUNCT	,
une	DET	un
cedule	DET	cil
seellée	VERB	scellée
du	ADP.DET	de.le
seel	NOUN	scel
dudit	ADP.DET	de.ledit
recteur	NOUN	retercher
,	PUNCT	,
contenant	NOUN	contenant
ce	PRON	ce
qui	PRON	qui
s'	DET	soi
ensuit	VERB	ensuit
:	PUNCT	:
Nos	PRON	nos
Rolandus	PROPN	rouland
Ramerii	PROPN	ramerie
,	PUNCT	,
rector	NOUN	retroce
Universitatis	PROPN	unirfardie
magistrorum	ADJ	magguerit
et	CCONJ	et
scolarium	VERB	scollarcin
Parisius	NOUN	parisis
studentium	X	sotin
,	PUNCT	,
requirimus	NOUN	requerre
per	NOUN	per
juramentum	NOUN	jurement
et	CCONJ	et
sub	NOUN	subre
omni	NOUN	omin
pena	VERB	pener
omnes	NOUN	oment
magistros	NOUN	magnétir
dicte	VERB	dire
Universitatis	PROPN	unirfardie
,	PUNCT	,
ac	NOUN	acer
omnes	NOUN	oment
et	CCONJ	et
singulos	ADJ	seignoul
in	PRON	in
jure	NOUN	jurer
canonico	NOUN	canonnier
vel	ADJ	vieux
civili	NOUN	chilif
licenciatos	NOUN	licement
dicte	VERB	dire
Universitatis	PROPN	unirfardie
juratos	NOUN	juretar
,	PUNCT	,
cujuscumque	ADJ	jucqueure
status	NOUN	tastost
fuerint	VERB	fuir
,	PUNCT	,
quatinus	DET	cautin
cras	NOUN	cro
de	ADP	de
mane	NOUN	mener
,	PUNCT	,
hora	VERB	horme
octava	VERB	octace
,	PUNCT	,
compareant	VERB	comparer
in	PRON	in
congregatione	NOUN	congagriere
generali	VERB	général
dicte	VERB	dire
Universitatis	PROPN	unirfardie
in	PRON	in
Sancto	PROPN	sancot
Bernardo	PROPN	bernandre
annuente	NOUN	annéener
Domino	ADJ	domner
celebranda	VERB	celerbance
.	PUNCT	.
In	DET	in
cujus	NOUN	cust
testimonium	VERB	testonion
sigillum	VERB	signlul
rectorie	VERB	retroite
hinc	NOUN	hinc
cedule	DET	cil
apposuimus	VERB	apposer
,	PUNCT	,
etc	DET	et
.	PUNCT	.
.	PUNCT	.
/	PUNCT	en
Par	ADP	par
vertu	NOUN	vertu
de	ADP	de
laquelle	DET	lequel
un	DET	un
escolier	NOUN	escoler
ou	CCONJ	ou
bedel	NOUN	beau
a	ADP	a
signifié	VERB	seignier
que	SCONJ	que
les	DET	le
jurez	VERB	jurer
de	ADP	de
ladicte	DET	ledit
Université	NOUN	unirever
estans	NOUN	être
ceans	ADV	ceans
fussent	VERB	estre
à	ADP	à
ladicte	DET	ledit
assemblée	VERB	assemblée
.	PUNCT	.
A	ADP	a
quoy	PRON	quoi
la	DET	le
Court	VERB	cour
a	ADP	a
respondu	VERB	respondre
que	SCONJ	que
ce	PRON	ce
n'	ADV	ne
estoit	VERB	estre
point	NOUN	point
la	DET	le
maniere	NOUN	manière
de	ADP	de
venir	VERB	venir
ceans	ADV	ceans
signifier	VERB	seignier
les	DET	le
assemblées	VERB	assemblée
,	PUNCT	,
attendu	VERB	attendre
l'	DET	le
estat	NOUN	état
de	ADP	de
la	DET	le
Court	VERB	cour
qui	PRON	qui
n'	ADV	ne
estoit	VERB	estre
subgecte	ADJ	subget
ne	ADV	ne
jurée	NOUN	jurer
que	SCONJ	que
du	ADP.DET	de.le
Roy	NOUN	roi
;	PUNCT	;
mais	NOUN	mais
,	PUNCT	,
s'	DET	soi
il	PRON	il
avoit	VERB	avoir
aucun	DET	aucun
ou	CCONJ	ou
aucuns	DET	aucun
singuliers	NOUN	signeur
qui	PRON	qui
eussent	VERB	avoir
serment	NOUN	serment
de	ADP	de
l'	DET	le
Université	NOUN	unirever
,	PUNCT	,
devoient	VERB	devoir
estre	VERB	estre
à	ADP	à
part	NOUN	part
requiz	VERB	requérir
d'	ADP	de
aler	VERB	aler
à	ADP	à
ladicte	DET	ledit
assemblée	VERB	assemblée
,	PUNCT	,
et	CCONJ	et
non	NOUN	nom
pas	NOUN	pas
en	ADP	en
la	DET	le
Court	VERB	cour
par	ADP	par
ladicte	DET	ledit
maniere	NOUN	manière
,	PUNCT	,
et	CCONJ	et
fu	VERB	estre
enjoint	VERB	enjonir
audit	ADV	à.ledit
messager	NOUN	maisgne
que	SCONJ	que
ce	PRON	ce
deist	VERB	devoir
audit	ADV	à.ledit
recteur	NOUN	retercher
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
plus	ADV	plus
ne	ADV	ne
feist	VERB	faire
ainsy	ADV	ainsi
,	PUNCT	,
à	ADP	à
quoy	PRON	quoi
a	ADP	a
dit	VERB	dire
que	SCONJ	que
l'	DET	le
entention	NOUN	ententine
et	CCONJ	et
entendement	NOUN	entendement
,	PUNCT	,
quant	SCONJ	cant
à	ADP	à
la	DET	le
maniere	NOUN	manière
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
estoit	VERB	estre
l'	DET	le
entention	NOUN	ententine
dudit	ADP.DET	de.ledit
recteur	NOUN	retercher
,	PUNCT	,
mais	NOUN	mais
pour	ADP	pour
brifté	NOUN	brifé
avoit	VERB	avoir
esté	VERB	être
fait	VERB	faire
de	ADP	de
par	ADP	par
ledit	DET	ledit
recteur	NOUN	retercher
par	ADP	par
ceste	DET	cest
maniere	NOUN	manière
.	PUNCT	.
Dimenche	PROPN	dimmage
,	PUNCT	,
XXIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
messire	NOUN	seignor
Pierre	PROPN	piere
Boschet	PROPN	bochet
,	PUNCT	,
president	VERB	prendre
,	PUNCT	,
a	ADP	a
surrogué	NOUN	sorguer
en	ADP	en
son	DET	son
lieu	NOUN	lieu
en	ADP	en
la	DET	le
commission	NOUN	compission
d'	ADP	de
entre	ADP	entre
la	DET	le
contesse	NOUN	comtesse
de	ADP	de
Tonnerre	PROPN	tonner
et	CCONJ	et
le	DET	le
sr	ADP	sor
de	ADP	de
Partenay	VERB	partenar
maistre	NOUN	maître
André	VERB	endrer
Marchant	PROPN	marcher
,	PUNCT	,
conseiller	VERB	conseillier
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
et	CCONJ	et
a	ADP	a
volu	VERB	vouloir
et	CCONJ	et
consenti	VERB	consentir
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
Moreau	PROPN	moreil
,	PUNCT	,
procureur	NOUN	procureur
dudit	ADP.DET	de.ledit
sr	ADP	sor
de	ADP	de
Partenay	VERB	partenar
,	PUNCT	,
que	SCONJ	que
ledit	DET	ledit
Marchant	PROPN	marcher
procede	NOUN	proceder
oudit	ADP.DET	en.ledit
lieu	NOUN	lieu
avec	ADP	avec
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
de	ADP	de
Vitry	VERB	vitre
et	CCONJ	et
s'	DET	soi
opposa	VERB	opposer
que	SCONJ	que
maistre	NOUN	maître
Thibaut	PROPN	thibaut
de	ADP	de
Vitry	VERB	vitre
ne	ADV	ne
autre	ADJ	autre
n'	ADV	ne
y	ADV	y
procede	NOUN	proceder
sans	NOUN	sans
le	DET	le
oïr	VERB	öir
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
XXIIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
L'	DET	le
Université	NOUN	unirever
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
par	ADP	par
la	DET	le
bouche	NOUN	bouche
d'	ADP	de
un	DET	un
maistre	NOUN	maître
en	ADP	en
theologie	NOUN	tohpaule
,	PUNCT	,
a	ADP	a
requiz	VERB	requérir
que	SCONJ	que
,	PUNCT	,
comme	SCONJ	comme
ja	ADV	ja
pieça	NOUN	pieçe
,	PUNCT	,
un	DET	un
arrest	NOUN	arrêt
eust	VERB	avoir
esté	VERB	être
ceans	ADV	ceans
donné	VERB	donner
à	ADP	à
la	DET	le
requeste	NOUN	requête
du	ADP.DET	de.le
Roy	NOUN	roi
et	CCONJ	et
d'	ADP	de
icelle	DET	cil
Université	NOUN	unirever
sur	ADP	sur
l'	DET	le
exaction	NOUN	extancion
de	ADP	de
pluseurs	DET	plusieurs
pecunes	NOUN	peuchen
qu'	SCONJ	que
estoit	VERB	estre
en	ADP	en
Court	VERB	cour
de	ADP	de
Romme	PROPN	rompre
ou	CCONJ	ou
prejudice	ADJ	prédudice
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
du	ADP.DET	de.le
royaume	NOUN	royaume
et	CCONJ	et
de	ADP	de
la	DET	le
chose	NOUN	chose
publique	ADJ	public
,	PUNCT	,
et	CCONJ	et
en	ADP	en
l'	DET	le
empeschement	NOUN	empêchement
de	ADP	de
l'	DET	le
union	DET	unir
qui	PRON	qui
estoit	VERB	estre
à	ADP	à
pourchacer	VERB	pourcharon
pour	ADP	pour
lors	ADV	lors
,	PUNCT	,
et	CCONJ	et
icellui	DET	cil
arrest	NOUN	arrêt
eust	VERB	avoir
esté	VERB	être
confermé	VERB	confermer
par	ADP	par
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
en	ADP	en
eust	VERB	avoir
fait	VERB	faire
ordonnance	NOUN	ordonner
comme	SCONJ	comme
loy	NOUN	loi
,	PUNCT	,
et	CCONJ	et
tout	DET	tout
ce	PRON	ce
fu	VERB	estre
approuvé	VERB	approuver
par	ADP	par
l'	DET	le
Eglise	NOUN	église
,	PUNCT	,
et	CCONJ	et
neantmoins	ADV	néanmoins
les	DET	le
gens	NOUN	gens
du	ADP.DET	de.le
pape	NOUN	pape
Jehan	PROPN	jean
XXIIIe	ADJ	vingt-quatre
,	PUNCT	,
qui	PRON	qui
à	ADP	à
present	NOUN	présent
est	VERB	estre
,	PUNCT	,
a	ADP	a
envoié	VERB	envoyer
certains	ADJ	certain
legas	ADJ	lage
de	ADP	de
Court	VERB	cour
de	ADP	de
Romme	PROPN	rompre
en	ADP	en
ce	PRON	ce
royaume	NOUN	royaume
pour	ADP	pour
requerir	VERB	requerre
lesdictes	DET	ledit
pecunes	NOUN	peuchen
,	PUNCT	,
non	NOUN	nom
obstant	NOUN	obterd
lesdiz	DET	ledit
arrest	NOUN	arrêt
et	CCONJ	et
ordonnance	NOUN	ordonner
,	PUNCT	,
car	CCONJ	car
ilz	PRON	il
dient	VERB	dire
,	PUNCT	,
de	ADP	de
par	ADP	par
le	DET	le
Pape	NOUN	pape
,	PUNCT	,
que	SCONJ	que
icelles	DET	cil
pecunes	NOUN	peuchen
sont	VERB	estre
dehues	NOUN	devoir
de	ADP	de
droit	ADJ	droit
divin	ADJ	divin
,	PUNCT	,
naturel	NOUN	nature
et	CCONJ	et
positif	NOUN	postif
,	PUNCT	,
et	CCONJ	et
se	PRON	se
ainsy	ADV	ainsi
estoit	VERB	estre
,	PUNCT	,
la	DET	le
Court	VERB	cour
et	CCONJ	et
le	DET	le
Roy	NOUN	roi
averoient	VERB	averir
erré	VERB	errer
contre	ADP	contre
la	DET	le
foy	NOUN	foi
,	PUNCT	,
pour	ADP	pour
quoy	PRON	quoi
sur	ADP	sur
ce	PRON	ce
a	ADP	a
esté	VERB	être
faicte	VERB	faire
assemblée	VERB	assemblée
general	NOUN	genail
et	CCONJ	et
moult	ADV	moult
solennel	NOUN	solenne
entreulx	NOUN	entre.le
,	PUNCT	,
en	ADP	en
laquelle	DET	lequel
avoit	VERB	avoir
esté	VERB	être
conclut	VERB	conclure
,	PUNCT	,
nemine	ADJ	nemine
contradicente	NOUN	contraidde
,	PUNCT	,
que	SCONJ	que
l'	DET	le
Université	NOUN	unirever
tenist	VERB	tenir
et	CCONJ	et
gardast	VERB	garder
et	CCONJ	et
defendist	VERB	defendre
de	ADP	de
son	DET	son
povoir	NOUN	pouvoir
que	SCONJ	que
lesdiz	DET	ledit
arrest	NOUN	arrêt
et	CCONJ	et
loy	NOUN	loi
ne	ADV	ne
fussent	VERB	estre
enfrainctes	NOUN	enfrendre
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
à	ADP	à
la	DET	le
Court	VERB	cour
fust	VERB	estre
faicte	VERB	faire
la	DET	le
requeste	NOUN	requête
qui	PRON	qui
s'	DET	soi
ensuit	VERB	ensuit
:	PUNCT	:
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
pleust	ADJ	plaire
à	ADP	à
la	DET	le
Court	VERB	cour
de	ADP	de
garder	VERB	garder
et	CCONJ	et
defendre	VERB	defendre
leurdict	NOUN	ledit
arrest	NOUN	arrêt
et	CCONJ	et
loy	NOUN	loi
,	PUNCT	,
et	CCONJ	et
soy	PRON	soi
opposer	VERB	opposer
avec	ADP	avec
eulx	PRON	eux
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
estre	VERB	estre
avec	ADP	avec
eulx	PRON	eux
par	ADP	par
aucuns	DET	aucun
de	ADP	de
la	DET	le
Court	VERB	cour
,	PUNCT	,
deputez	VERB	députer
de	ADP	de
toute	DET	tout
la	DET	le
Court	VERB	cour
,	PUNCT	,
où	ADV	où
et	CCONJ	et
quant	SCONJ	cant
l'	DET	le
en	ADP	en
demenera	VERB	demener
