form	upos	lemma
refusée	VERB	refuser
refusées	VERB	refuser
refuseïces	NOUN	répuser
refuseréz	VERB	refuser
refusés	VERB	refuser
refuséz	VERB	refuser
refusion	NOUN	réfusdre
refusserai	VERB	répésser
refuy	VERB	refuir
regaaigna	VERB	regarder
regaignié	VERB	regagier
regard	NOUN	regard
regardans	NOUN	regarder
regardanz	VERB	regarder
regardasmes	ADJ	regarder
regardat	PROPN	regarder
regardat	VERB	regarder
regardaunt	VERB	regarder
regarday	VERB	regarder
regardées	VERB	regarder
regardés	VERB	regarder
regardeuet	VERB	regarder
regardeüre	VERB	regarder
regardiés	VERB	regarder
regardoi	NOUN	regarder
regardoye	VERB	regarder
regardz	VERB	regard
regars	NOUN	regard
regectier	VERB	regettre
regehi	VERB	regier
regehis	NOUN	regier
regehissant	VERB	regardie
regehisse	VERB	resehgier
regehissuns	NOUN	resgairir
regehist	VERB	regier
regehïsums	VERB	rejehir
regeier	VERB	regaire
regeïrai	VERB	rejehir
regeïrat	VERB	rejehir
regeïsiez	VERB	rejehir
regem	NOUN	regne
regenerés	VERB	regarer
regiarum	VERB	regirer
regii	NOUN	régit
regiis	VERB	régit
regimine	NOUN	remiremin
regio	NOUN	regoir
region	NOUN	regoir
regions	NOUN	resgoir
regis	NOUN	régis
regis	ADJ	restre
regis	NOUN	régir
registrata	VERB	régiter
registreux	NOUN	restrembre
regïun	NOUN	remoirir
reglace	VERB	rellage
regnáble	NOUN	rampendre
regnad	VERB	rendre
regnád	VERB	renge
regnans	NOUN	rengandre
regnardez	VERB	rengarder
regnart	NOUN	rengarrer
regnat	VERB	régner
regnault	PROPN	renglant
regnaut	PROPN	rengandre
regnaux	PROPN	rangle
regnaz	VERB	rengantre
régne	NOUN	régne
règne	NOUN	régne
régned	VERB	regne
regnéd	VERB	régner
regneez	VERB	renger
règnent	NOUN	régner
regnér	VERB	régner
regnerad	VERB	rengerdre
regneréit	VERB	rengerter
regnereít	VERB	rengerter
régnes	NOUN	regne
règnes	PROPN	rencre
regnét	VERB	régner
regnevet	NOUN	rengever
régnoit	VERB	regnet
regnum	VERB	rengondre
regracierent	VERB	regrerter
regraciés	VERB	régrerter
regrais	NOUN	regret
regrait	NOUN	regret
regretet	NOUN	regretter
regrettant	VERB	restramer
regrettay	VERB	regretter
regrette	VERB	regretter
regrettee	VERB	restre
regretteray	VERB	regretter
regretz	VERB	regret
reguardad	VERB	regarder
regueredurrai	VERB	reguerdonner
reguerredoneir	VERB	rejergoir
reguerredunerat	VERB	reguerredon
reguerredurrai	VERB	reguerdonner
reguingne	VERB	regnoir
regulares	PROPN	reglorer
rehaita	VERB	restre
rehaite	VERB	restier
reheitons	NOUN	restëoir
rehet	VERB	reset
rehordés	VERB	rejorer
rehusa	VERB	rehüer
reí	NOUN	revoir
reials	NOUN	roialle
reidnable	ADJ	reindambre
reigle	ADJ	raigle
reïgne	VERB	röine
reignouns	NOUN	renoignor
reilhac	PROPN	rilain
reinald	ADJ	renaillier
reinals	PROPN	raine-la
reinalt	PROPN	renaler
reinalz	PROPN	renailler
reinaut	PROPN	reinasser
reintegra	VERB	reintermer
réis	NOUN	roi
reís	NOUN	restre
reisuns	NOUN	raison
reiuns	NOUN	roin
rejoier	VERB	rejoire
rejoiés	VERB	rejerier
rejouy	VERB	rejouir
rejouyssez	VERB	rejouir
rejouyssoient	VERB	rejouir
rejovenist	VERB	rejevoir
rekief	NOUN	rechief_(der
relacion	NOUN	relevoin
relaissat	VERB	relaisser
relanquiroit	VERB	relagner
relation	NOUN	relatit
relegions	NOUN	relegnier
relement	NOUN	relement
relessiez	VERB	relesser
relest	NOUN	reler
releueiz	VERB	relevoir
relevad	VERB	relever
relevée	VERB	relever
releveure	NOUN	relever
reliet	VERB	relever
relieve	VERB	relever
relievement	NOUN	relever
relievera	VERB	relever
relieverez	VERB	relever
religieulx	ADJ	religille
religïeuse	ADJ	réliguer
religieusement	ADV	réliger
religieusez	VERB	religier
religïeuz	VERB	réligurier
religiosité	VERB	réliger
religiouse	NOUN	religiosson
religiousez	VERB	réligorier
relinqui	VERB	reliignier
reliquere	VERB	releillier
reliquerunt	VERB	reluicier
relist	VERB	relire
relligiun	NOUN	religillon
relment	PROPN	rempler
rélment	NOUN	ralement
reluira	VERB	reluire
reluise	VERB	reluisir
reluisent	VERB	reluisir
reluisoient	VERB	reluisir
reluisoit	VERB	reluisir
reluisot	VERB	reluisir
reluissant	VERB	reluisir
reluist	VERB	reluisir
reluit	VERB	reluisir
reluitant	VERB	reluire
relusantz	NOUN	reluiser
reluseit	VERB	reluisir
remaign	NOUN	remanoir
remáigne	NOUN	remangir
remaindrad	VERB	remanoir
remaindrat	VERB	remanoir
remaindrunt	VERB	remanoir
remainent	VERB	remanoir
remaingne	VERB	remanoir
remaingniez	VERB	remanoir
remainnent	VERB	remanoir
remanad	VERB	remanoir
remanbra	VERB	remembrer
remanbre	NOUN	remembrer
remandad	VERB	remander
remandrad	VERB	remander
remandrád	VERB	remandre
remandrai	VERB	remanoir
remandroit	VERB	remanoir
remanez	VERB	remanoir
remanra	VERB	remanoir
remanrai	VERB	remanoir
remanrai	PROPN	remanoir
remanréz	VERB	remanoir
remanroit	VERB	remanoir
remanroiz	VERB	remanoir
remanrroient	VERB	remanoir
remanrroit	VERB	remanoir
remansist	VERB	remanoir
remarie	VERB	remeraire
remarier	VERB	remerarite
remasílles	NOUN	remaloir
remassist	VERB	remanoir
remectoient	VERB	remettre
remedde	VERB	remander
remède	VERB	remetre
remedié	VERB	remander
remedier	VERB	remetre
remeindrat	VERB	remanoir
remeindreient	VERB	remanoir
remeindreit	VERB	remanoir
remeindrum	VERB	remanoir
remeine	NOUN	remanoir
remeinent	VERB	remanoir
remeines	NOUN	remanoir
remeins	NOUN	remanoir
remeint	NOUN	remanoir
remeisent	VERB	remanoir
remeist	VERB	remanoir
remeïst	VERB	remetre
remémbre	NOUN	remembrer
remembret	VERB	remembrer
remenaceriez	VERB	remenermer
remenad	VERB	remanoir
remenád	VERB	remanoir
remenat	VERB	remanoir
remenaunt	VERB	remanoir
remenbra	VERB	remembrer
remenbrance	NOUN	remembrer
remenbrast	VERB	remembrer
remenbre	NOUN	remembrer
remenbrez	VERB	remembrer
remendra	VERB	remanoir
remendras	VERB	remanoir
remeneir	VERB	remanoir
remeneiz	VERB	remanoir
remeneiz	PROPN	remanoir
remenroit	VERB	remener
remenrons	VERB	remanoir
remensis	PROPN	remanoir
remerci	VERB	remetre
remercia	VERB	remercire
remercie	VERB	remercier
remercié	VERB	remercier
remercierent	VERB	remercier
remercy	VERB	remetre
remerveillierent	VERB	remetrevoil
remes	NOUN	remetre
rémes	NOUN	remanoir
remesent	VERB	remanoir
remessent	VERB	remanoir
remést	NOUN	remanoir
remestoit	VERB	remetre
remestrent	VERB	remetre
remestrent	PROPN	remetre
remet	VERB	remetre
remeterons	NOUN	remetre
remetet	VERB	remettre
remetréz	VERB	remetre
remetrons	VERB	remetre
remettent	VERB	remettre
remettés	VERB	remettre
remettoit	VERB	remettre
remettra	VERB	remetre
remeyndroy	VERB	remanoir
remeynt	NOUN	remetre
reméz	VERB	remetre
remide	VERB	remettre
remisent	VERB	remetre
rémission	NOUN	remaisir
remissioun	NOUN	rempoisir
remissiun	NOUN	rempision
remistrent	VERB	remitre
remit	VERB	remettre
remoine	NOUN	remoner
remoingne	VERB	remonter
remon	PROPN	remonon
remond	ADJ	remondre
remondin	PROPN	remondont
remondins	PROPN	remondont
remontéz	VERB	rentemrer
remordit	VERB	remetror
remotine	PROPN	remettre
remounteez	VERB	remonter
remours	NOUN	remouron
remoustra	VERB	remourer
remoustrances	NOUN	remouvorner
remoustrans	VERB	remouront
remoustrant	VERB	remourer
remoustré	VERB	remourer
remoustrées	VERB	remourer
remoustrer	VERB	remourer
remoustrèrent	VERB	remourerre
remouvoir	VERB	remouvoir
remplie	VERB	rempler
remplissiéz	VERB	rempliset
rempransion	NOUN	remprenchir
remuad	VERB	remüer
remuád	VERB	remüer
remue	VERB	remüer
remúe	VERB	remetre
remuent	VERB	remüer
remúer	VERB	remermer
remúér	VERB	remerter
remuër	VERB	remüer
remuerai	VERB	remüer
remuerái	VERB	remüer
remuerent	VERB	remüer
remuérent	VERB	remüerre
remueroit	VERB	remüer
remuéz	VERB	remüer
remúiers	NOUN	remetre
remullus	PROPN	remploir
remuneracion	NOUN	remontremoncre
remuneration	NOUN	remontremont
remuneree	VERB	remüer
remuoit	VERB	removoir
remustrerent	PROPN	remutrer
remy	PROPN	remir
remyde	NOUN	remettre
remys	VERB	remir
renardeaux	NOUN	renaudare
renauld	PROPN	renalir
renault	PROPN	renaler
renay	VERB	renaiier
renchaoiz	VERB	renchier
renconmencie	NOUN	ramencinement
rencontrasmes	ADJ	rencontrer
rencontray	VERB	rencontrer
rencontrèrent	VERB	rencontrer
rend	NOUN	rendre
rendans	VERB	rendre
renddant	VERB	rendre
rended	VERB	rendre
rendeit	VERB	rendre
rendeiz	VERB	rendre
renderoient	VERB	renderer
renderoit	VERB	render
renderons	VERB	rendre
rendés	VERB	rendre
rendet	VERB	rendre
rendet	VERB	rende
rendid	VERB	rendre
rendíd	VERB	rendre
rendi-il	NOUN	rendix
rendírent	VERB	rendre
rendissiez	VERB	rendise
rendrad	VERB	rendre
rendrais	NOUN	rendre
rendran	VERB	rendre
rendray	VERB	rendre
rendreit	VERB	rendre
rendreynt	VERB	rendre
rendreyt	VERB	rendre
rendrions	VERB	rendre
rendroi	VERB	rendre
rendroy	VERB	rendre
rendroye	VERB	rendre
rendrum	VERB	rendre
rendruns	VERB	rendre
rendrunt	VERB	rendre
rendud	VERB	rendre
renduroies	VERB	rendourder
rendy	VERB	rendre
rendyrent	VERB	rendre
renea	VERB	renaire
reneyer	VERB	rener
renferrer	VERB	rendresder
renfforcé	VERB	renforcer
renforça	VERB	renforcer
renforçassent	VERB	renforcer
renforcerent	VERB	renforcer
renforchierent	VERB	renconfrire
renforçoit	VERB	renforcer
renfort	NOUN	renfort
rengambe	NOUN	remander
rengées	VERB	rénégre
renheudissoit	VERB	rendrement
renïé	VERB	renire
renïer	VERB	renire
renke	VERB	rence
renks	NOUN	renc
rennomees	VERB	ranmener
renoiéz	VERB	renoiier
renommée	VERB	renommée
renommées	VERB	renommée
renommés	VERB	renommée
renommez	VERB	renommer
renommoient	VERB	renommer
renonça	VERB	renompance
renonçans	NOUN	rançon
renonçant	NOUN	renompance
renonçassent	VERB	rançoner
renonçast	VERB	renomper
renoncer	VERB	renconner
renoncerai	VERB	renconer
renoncerent	VERB	renconer
renoncerons	NOUN	ranconer
renonceront	VERB	renconer
renoncha	VERB	renconnaitre
renoncissons	NOUN	rançon
renonçons	NOUN	rançon
renonmee	VERB	renomment
renouer	VERB	renourer
renouvelay	VERB	renouveler
renouvelle	NOUN	renouveler
renouvellé	VERB	renouveler
renouvellée	VERB	renouveler
renouvellement	VERB	renouveler
renouvellent	VERB	renouveler
renouvelleray	VERB	renouveler
renpoigna	VERB	renplangier
rentée	VERB	renter
rentrasmes	NOUN	rentremer
renuméé	VERB	rengëorter
renuvelent	VERB	renoveler
renuvelum	VERB	renuveler
renveia	VERB	renvevier
renversée	VERB	renvevrement
renvinrent	VERB	renviner
renvoiee	VERB	renvevoir
renvoierent	VERB	renvevoir
renvoiés	VERB	renvevoir
renyast	VERB	renire
renye	VERB	renie
réolle	NOUN	roler
reons	NOUN	rëon
reorte	NOUN	rëorte
repadred	VERB	repandre
repáir	VERB	reprendre
repairá	VERB	repairier
repairad	VERB	repairier
repairat	VERB	repairier
repáire	NOUN	reprendre
repaired	VERB	repairier
repairerat	VERB	repairer
repairereit	VERB	repairier
repáirez	VERB	reprendre
repairiée	VERB	repairier
repairiés	VERB	repairier
repairiéz	VERB	repairier
repant	VERB	repentir
repante	VERB	repenter
repantence	NOUN	repenter
repanti	VERB	repentir
repantisse	VERB	repentir
repantissent	VERB	repentir
reparacion	NOUN	reparser
réparacion	NOUN	rapporain
réparée	NOUN	reparter
réparer	VERB	reparter
réparés	NOUN	reparter
reparet	NOUN	reparter
reparillee	VERB	reparlir
reparlad	VERB	reparler
reparole	NOUN	reparler
reparti	VERB	repartir
repassasmes	NOUN	repasser
repassèrent	VERB	repasser
repassés	NOUN	repasser
repeira	VERB	repairier
repeire	NOUN	repairier
repeiret	VERB	repairier
repeiroent	VERB	repairier
repeissoit	VERB	repairier
repelerunt	VERB	repeler
repenrrons	NOUN	repenir
repentanche	NOUN	répente-chance
repentaunt	VERB	repenter
repentence	NOUN	repenter
repentid	VERB	rependre
repentira	VERB	repentir
repentiraiz	NOUN	repentir
repentiras	VERB	repentir
repentirez	VERB	repentir
repentiroye	VERB	repentir
repentit	VERB	repentir
repentiz	NOUN	repentir
repenty	VERB	repentir
repentyt	VERB	repentir
repere	NOUN	repaire
repernait	VERB	reperir
reperoit	VERB	repaire
repestra	VERB	repestre
repeü	VERB	repair
repeus	NOUN	repes
repeusmes	NOUN	repemprer
repeut	VERB	repair
repeyrerent	VERB	repairer
replanir	VERB	replandre
repleníe	VERB	replenche
replicacions	NOUN	réplancillin
repoent	VERB	reponer
repoise	NOUN	repoirie
reponent	VERB	reponner
reponnent	VERB	reponner
reponnoit	VERB	reponnoir
reponnue	VERB	reponnon
reponrons	NOUN	repondre
repont	VERB	repondre
reporcacha	VERB	reproche
reportee	VERB	reporter
reportoroient	VERB	reporter
reposat	NOUN	repondre
reposeir	VERB	reposer
repot	NOUN	repondre
repoux	NOUN	repouvoir
repoz	NOUN	repos
reppareillees	NOUN	reppartile
repplique	NOUN	réppusil
reppunent	VERB	répuner
repputasse	VERB	réputer
reppute	NOUN	reppute
repputoient	VERB	réputer
repputoit	VERB	réputer
reprandray	VERB	reprendre
reprandre	VERB	reprendre
repranent	VERB	reprendre
reprant	VERB	reprendre
repreig	NOUN	reprendre
repreismes	NOUN	reprendre
repreïssiez	VERB	reprendre
reprende	VERB	reprendre
reprenés	NOUN	reprendre
reprengne	VERB	reprendre
reprennent	VERB	reprendre
reprens	NOUN	reprendre
repreofe	NOUN	represter
representation	NOUN	repessertir
represseir	VERB	represier
repreuve	ADJ	repreux
reprinrent	VERB	reprendre
reprinst	VERB	reprendre
reprint	VERB	reprendre
reprisable	NOUN	reprisierble
repristrent	VERB	reprendre
repriz	VERB	reprendre
reprocher	VERB	reproche
reprouchables	NOUN	reprocheil
reprouche	NOUN	reproche
reprouchent	VERB	reproche
reprouchera	VERB	reproche
reprouchié	VERB	reprochier
reprouchier	VERB	reprochier
reprouchiez	VERB	reproche
reprouvable	ADJ	reprouver
reprouver	VERB	reprouver
reprouvier	VERB	reprover
reprouvoit	VERB	reprovoir
reproverunt	VERB	reprovrer
repruevent	VERB	repreuver
reptibles	NOUN	reptilement
repugnans	NOUN	répondre
repundrai	VERB	repundre
repuns	NOUN	repondre
repunsement	NOUN	réponsement
repurpenserai	VERB	repuremprer
repuse	VERB	repuser
repust	VERB	repuser
reputacion	NOUN	réputaint
reputee	VERB	reputer
reputée	NOUN	reputer
reputtoit	VERB	reptotir
reqiere	VERB	requerre
reqiert	VERB	requerre
requeillit	VERB	requerre
requeïs	VERB	requerre
requeissent	VERB	requerre
requeïst	VERB	requerre
requeïstes	VERB	requerre
requérans	VERB	requérir
requérant	VERB	requerre
requereit	VERB	requerre
requerens	NOUN	requerre
requerés	PROPN	requerre
requeret	VERB	requerre
requereür	NOUN	requerre
requérir	VERB	requerre
requéroit	VERB	requerre
requeron	NOUN	requerre
requeront	VERB	requerre
requeroyent	VERB	requerre
requerrad	VERB	requerre
requerray	VERB	requerre
requérre	VERB	requerre
requerreit	VERB	requerre
requert	NOUN	requerre
requerum	VERB	requerre
requéste	NOUN	requerre
requialt	VERB	requerre
requidout	PROPN	requerre
requiei	VERB	requerre
requíer	VERB	requerre
requièrent	VERB	requerre
requieroit	VERB	requerre
require	VERB	requerre
requirent	VERB	requerre
requirimus	NOUN	requerre
requisent	VERB	requerre
réquisiteurs	NOUN	requerre
requoquillé	VERB	recouillir
rerebras	VERB	rereber
rerum	VERB	reume
resailit	VERB	resalir
resaillit	VERB	resalir
resailly	VERB	rassaillier
resaisiroit	VERB	resaiier
resaloit	PROPN	ressalir
resalueir	VERB	ressaller
resalueit	VERB	ressaller
resamble	NOUN	resmailler
resamblerent	VERB	resmailler
resambloient	VERB	resembler
resanble	NOUN	resembler
resanblez	VERB	resembler
resanbloit	VERB	resembler
resanéz	VERB	resenar
resavrez	VERB	resparser
resbaiz	PROPN	resbassir
resbaudissent	VERB	resbaudir
resbaudist	VERB	resbaudir
resbéz	VERB	réfage
resceu	VERB	rescure
resclaircist	VERB	récicalir
rescoe	VERB	rescorre
resconsot	VERB	récondre
rescosistes	VERB	rescorde
rescostrent	VERB	respordre
rescousissent	VERB	réconser
rescousses	VERB	rescorse
rescoustrent	VERB	récourser
rescoux	NOUN	rescorre
rescouz	VERB	rescorre
rescrient	VERB	récrisier
rescrïerent	VERB	récirer
rescripre	VERB	résirchire
rescript	VERB	récrist
rescrira	VERB	résirchir
resçu	VERB	rescure
rescunsout	VERB	réconser
rescusissent	VERB	réconsir
resçust	VERB	rescorre
resçuz	NOUN	rescorre
resemblabes	NOUN	resembler
resemblat	NOUN	resembler
resembled	VERB	resembler
resemblet	VERB	resmevoir
resenble	NOUN	resembler
resenblet	VERB	resembler
resenblez	VERB	resembler
resenblot	NOUN	resembler
reséph	VERB	respëor
resera	VERB	reserer
reserabis	VERB	resaire
reseras	VERB	reserer
reserchier	VERB	resercher
réservé	VERB	restrever
reservées	VERB	resevrer
réservez	VERB	resvorer
resgardasmes	ADJ	reserage
resgardés	VERB	reserage
resgardéz	VERB	reserager
resgars	NOUN	resagrer
resgarz	NOUN	resgarder
resgner	VERB	resnger
residance	NOUN	restimence
residens	VERB	restin
résistence	NOUN	résiter
résister	VERB	résirer
résistèrent	VERB	résiretre
resjoï	VERB	réjosir
resjoie	VERB	résirer
resjoissant	VERB	résiremors
resjoissent	VERB	résiremor
resjoïst	VERB	réjosir
resjouir	VERB	resjorre
resjouirons	NOUN	resjorre
resjouissent	VERB	réjouir
resjouye	VERB	resjorre
resjouyr	VERB	resjorre
resjouys	VERB	resjors
resjoÿe	VERB	resjorre
resjoys	PROPN	résir
resmondin	PROPN	rémondre
resmurent	VERB	rémondre
resoiez	VERB	restre
resoignoie	VERB	resiger
resoignoit	VERB	restre
resoingnier	VERB	resignaire
resonabelment	NOUN	réconsement
resonantibus	ADJ	resomander
resongne	VERB	resnogne
resonnable	NOUN	resonoissance
resordra	VERB	resorder
resorst	VERB	restre
resorti	VERB	restre
resoucite	VERB	resovoir
resoucitera	VERB	resouvrer
resouvient	VERB	resover
resoveigne	NOUN	resvoir
resovenist	VERB	resovenir
resovient	VERB	resvoir
resoyngne	VERB	resoignier
respassés	VERB	respasser
respasséz	VERB	respasser
respendy	VERB	respendre
respent	VERB	respendre
respha	VERB	resphier
resphá	VERB	resphier
respis	VERB	respise
resplandeur	NOUN	réplanchier
resplandissans	NOUN	resplangier
resplandissant	ADJ	répansil-t-nlanclin
resplandissanz	NOUN	resplangier
resplendeur	NOUN	réplencement
resplendiront	VERB	répondre
resplendiseur	NOUN	réplendre
resplendisse	NOUN	répensil
resplendissoient	VERB	resvenir
resplendissoit	VERB	resplendre
resplendist	VERB	réplendre
resplendur	VERB	réplandil
resplent	VERB	réplendre
responces	NOUN	réponse
respond	NOUN	respondre
respondant	VERB	répondre
responde	VERB	respondre
responderas	VERB	répondre
respondet	VERB	répondre
respondez	VERB	respondre
respondié	VERB	répondre
respondist	VERB	répondre
respondiz	VERB	répondre
respondoie	VERB	répondre
respondoit	VERB	répondre
respondra	VERB	respondre
respondrai	VERB	répondre
respondrat	VERB	répondre
respondroie	VERB	respondre
respondroient	VERB	répondre
respondroit	VERB	respondre
responent	VERB	respondre
responez	VERB	responser
respong	NOUN	respondre
responnent	VERB	réponner
responnez	VERB	responser
responsion	NOUN	répondre
responsionem	NOUN	réponsembre
responsse	VERB	response
respounce	NOUN	réponseur
respoundy	VERB	répondre
respount	VERB	respondre
respun	NOUN	répondre
respund	VERB	répondre
respundet	VERB	répondre
respundí	VERB	répondre
respundid	VERB	répondre
respundié	VERB	répondre
respundiet	VERB	répondre
respundirent	VERB	répondre
respundírent	VERB	répondre
respundis	VERB	répondre
respundistes	VERB	répondre
respundit	VERB	répondre
respundrai	VERB	répondre
respundreit	VERB	répondre
resqueut	VERB	resquerre
ressamble	NOUN	résimbler
ressambler	VERB	résembler
ressault	NOUN	ressüer
ressoingnoit	VERB	résignor
ressongnay	VERB	résongandre
ressongnier	VERB	résonger
ressource	NOUN	ressorcer
ressourdant	VERB	ressorder
ressourdoient	VERB	restorner
ressourdre	VERB	ressordre
ressours	NOUN	ressours
ressourse	NOUN	ressorser
ressourses	NOUN	ressours
ressourt	NOUN	ressort
ressouvint	VERB	ressuver
ressucita	VERB	résircher
ressucités	VERB	résistre
ressurection	NOUN	résorcisser
ressuscita	VERB	résistre
ressuscité	VERB	résistre
restabli	VERB	respatitil
restablie	VERB	respatitille
restablit	VERB	réptautil
restaignent	VERB	restenser
restanche	VERB	restensache
restauret	VERB	restorer
restentir	VERB	restendre
restitua	VERB	restituté
restituast	VERB	restiteur
restituee	VERB	restiteure
restituées	VERB	restiteure
restituer	VERB	restituer
restitueroit	VERB	rétitution
restituez	VERB	restitutier
restoiez	VERB	restiter
restoree	VERB	restorer
restoreit	VERB	restroitier
restoremant	NOUN	restorner
restorique	NOUN	restorcier
restorré	VERB	restorer
restraindoit	VERB	restredindre
restraing	NOUN	restreindre
resturent	VERB	restorner
restut	VERB	restre
resui	VERB	restre
resúned	VERB	resneder
resurdra	VERB	restrorier
resureccion	NOUN	récorsir
resurent	VERB	restre
resurreccion	NOUN	résurchérir
resurreccione	NOUN	résorcher
resurrecciun	NOUN	résurchérir
resurrection	PROPN	restroure
resurrection	NOUN	restroure
résurrection	NOUN	restroure
resurrectïon	NOUN	restroure
resurrexis	NOUN	ressurer
resursilez	VERB	ressurer
resurst	VERB	restre
resurt	NOUN	restre
resuscitad	VERB	résirdre
resuscitat	VERB	résirer
resut	VERB	restre
resveillee	VERB	resveillier
resvigouréz	VERB	resporgier
resvoillé	VERB	resvoillier
reswardet	VERB	restramer
rét	VERB	ravoir
retaingne	VERB	retenir
retardée	VERB	reterarde
reteignes	NOUN	retenir
reteneient	VERB	retenir
reteneit	VERB	retenir
retenez	VERB	retenir
retenéz	VERB	retenir
retenisse	VERB	retenir
retenissent	VERB	retenir
reteníssent	VERB	retenir
retenist	VERB	retenir
retenoie	VERB	retenir
retenoit	VERB	retenir
retenroit	VERB	retenir
retentissent	VERB	retenir
retentist	VERB	retenir
retenues	NOUN	retenir
reters	VERB	reter
retéz	VERB	reter
réthel	NOUN	retevre
rethelois	PROPN	reteller
réthelois	PROPN	retevois
rethoricien	NOUN	retornier
rethorique	PROPN	retorner
rethorique	VERB	retormier
rethorique	NOUN	repoutir
retiegne	VERB	retenir
retienent	VERB	retenir
retiengent	PROPN	retenir
retiengne	VERB	retenir
retinc	NOUN	retin
retindrent	VERB	retenir
retinrent	VERB	retenir
retins	NOUN	retenir
retínt	VERB	retendre
retirèrent	VERB	retirer
retiréz	VERB	retirer
retiroyent	VERB	retirer
retoloit	VERB	retoler
retorde	VERB	retordre
retornaissent	VERB	retorner
retornat	VERB	retorner
retorneir	VERB	retorner
retorneit	VERB	retorner
retorneiz	VERB	retorner
retornerés	VERB	retorner
retornés	VERB	retorner
retornéz	VERB	retorner
retornot	VERB	retorner
retornure	NOUN	retorner
retort	NOUN	retorner
retour	NOUN	retour
retournaissent	VERB	retourner
retournasmes	NOUN	retourner
retournee	VERB	retourner
retournée	VERB	retourner
retourneray	VERB	retourner
retournèrent	VERB	retourner
retournés	VERB	retourner
retournéz	VERB	retourner
retournont	VERB	retourner
retractions	PROPN	retrasdine
retraict	VERB	retraire
retraicte	VERB	retraire
retraie	VERB	retraire
retraient	VERB	retraire
retraiez	VERB	retraire
retraioient	VERB	retraire
retraions	VERB	retraindre
retraira	VERB	retraire
retrairai	VERB	retraire
retrairent	VERB	retraire
retraisissent	VERB	retraire
retraist	VERB	retraire
retraistrent	VERB	retraire
retraiz	VERB	retraire
retramist	VERB	retraindre
retrarráíé	VERB	retraire
retrayrent	VERB	retraire
retrayssent	VERB	retraire
retrera	VERB	retraire
retrerra	VERB	retraire
retrestrent	VERB	retrandre
retreuve	VERB	retravoir
retreuvent	VERB	retravoir
retreyent	VERB	retraire
retribucion	NOUN	rétroition
retribution	NOUN	rétroition
retruverent	VERB	retrover
returná	NOUN	retorner
returnad	VERB	retorner
returnar	VERB	retorner
returnást	VERB	retorner
returnerad	VERB	retorner
returnerái	VERB	returner
returnerat	VERB	retorner
returnereit	VERB	retorner
returnerunt	VERB	retourner
returnout	VERB	retourner
returnum	PROPN	retourner
returs	NOUN	returer
returt	NOUN	returer
retynt	VERB	retenir
retyrèrent	VERB	retirer
retyréz	VERB	retirer
reua	VERB	reüer
reue	VERB	reu
reuëlette	NOUN	roiautle
reuenuz	VERB	reuient
réunion	NOUN	roinorne
reuoil	NOUN	reuille
reüssent	VERB	ravoir
reüst	VERB	ravoir
reuvers	NOUN	reuver
revaigne	VERB	revenir
revalent	VERB	reveler
revalt	VERB	revaloir
revancha	VERB	revenir
revanche	VERB	revenir
revandroies	VERB	revenir
revanrai	VERB	revenir
revanroie	VERB	revenir
revanroiz	VERB	revenir
reveches	NOUN	revecier
reveez	VERB	revere
reveignes	NOUN	revenir
reveigniez	VERB	revenir
reveingne	VERB	revenir
reveingne	PROPN	revenir
reveingnes	NOUN	revenir
revelacion	NOUN	revelonce
revelad	VERB	reveller
revelád	VERB	reveller
revelái	VERB	revelir
revelaissent	VERB	reveler
revelation	NOUN	reveller
revelatiún	NOUN	reveller
reveled	VERB	reveler
revelée	VERB	reveler
revelér	VERB	reveler
revelerunt	VERB	reveloir
reveleuse	NOUN	reveloir
revellée	VERB	reveler
reveller	VERB	reveller
revenant	VERB	revenir
revencher	VERB	revenir
revendray	VERB	revenir
revendré	VERB	revenir
revendroye	VERB	revenir
revenés	NOUN	revenir
revenez	VERB	revenir
revenéz	VERB	revenir
revengum	VERB	revenir
revenisse	VERB	revenir
revenissent	VERB	revenir
revenisses	VERB	revenir
revenit	VERB	revenir
revenoient	VERB	revenir
revenoit	VERB	revenir
revenons	NOUN	revenir
revenra	VERB	revenir
revenrai	VERB	revenir
revenrais	NOUN	revenir
revenras	VERB	revenir
revenrez	VERB	revenir
revenroit	VERB	revenir
revenrons	VERB	revenir
revenrra	VERB	revenir
revenrroit	VERB	revenir
revenues	NOUN	revenir
reveoir	VERB	revoir
reveramment	NOUN	reverment
reverance	NOUN	reverner
reverdissent	VERB	revenir
reverdy	VERB	reverir
revereiz	VERB	reverir
révérence	NOUN	reverver
reverencie	VERB	revevir
révérend	VERB	reverde
reverens	NOUN	revesir
reverentement	NOUN	reveler
reverrai	VERB	revëoir
reverras	VERB	reverser
reverré	VERB	revervér
reverront	VERB	revoir
reverrunt	VERB	reverser
reverseez	VERB	reverver
revert	VERB	revert
reverti	VERB	revertir
revertirad	VERB	revertir
revertoit	VERB	revertir
reveschit	VERB	revevir
revesqui	VERB	revessir
revesquí	NOUN	revessur
revesquis	VERB	revessir
revest	VERB	revestir
reveste	VERB	revestir
revestez	VERB	restever
revestirselonc	NOUN	revestille
revestoies	VERB	revestir
revestoit	VERB	revestir
revestus	VERB	revestur
revet	VERB	rever
reveust	VERB	revelor
revidren	VERB	revenir
reviegn	VERB	revenir
reviegnent	VERB	revenir
revien	NOUN	revenir
reviendra	VERB	revenir
reviendrai	VERB	revenir
revienent	VERB	revenir
revienge	NOUN	revenir
